chrom1	start1	end1	chrom2	start2	end2	bin1	bin2	kernel_id	iteration	score	pvalue	qvalue
chr17	19775000	19780000	chr17	19980000	19985000	502119	502160	0	0	0.3512615034	0.0000000005	0.0000000007
chr17	19785000	19790000	chr17	20110000	20115000	502121	502186	0	0	0.5112393840	0.0000000000	0.0000000000
chr17	19785000	19790000	chr17	19805000	19810000	502121	502125	0	0	0.4144146503	0.0000000002	0.0000000003
chr17	19780000	19785000	chr17	20005000	20010000	502120	502165	0	0	0.3209744031	0.0000000183	0.0000000202
chr17	19790000	19795000	chr17	19840000	19845000	502122	502132	0	0	0.3188775257	0.0000000751	0.0000000783
chr17	19870000	19875000	chr17	20110000	20115000	502138	502186	0	0	0.3911981413	0.0000000000	0.0000000000
chr17	19865000	19870000	chr17	19970000	19975000	502137	502158	0	0	0.3837820569	0.0000000000	0.0000000000
chr17	19990000	19995000	chr17	20220000	20225000	502162	502208	0	0	0.6665991761	0.0000000000	0.0000000000
chr17	19990000	19995000	chr17	20320000	20325000	502162	502228	0	0	0.7424977649	0.0000000000	0.0000000000
chr17	19995000	20000000	chr17	20110000	20115000	502163	502186	0	0	0.7843135521	0.0000000000	0.0000000000
chr17	19995000	20000000	chr17	20990000	20995000	502163	502362	0	0	0.4084450321	0.0000000000	0.0000000000
chr17	20070000	20075000	chr17	20095000	20100000	502178	502183	0	0	0.3520591370	0.0000000489	0.0000000517
chr17	20125000	20130000	chr17	20220000	20225000	502189	502208	0	0	0.7196670414	0.0000000000	0.0000000000
chr17	20120000	20125000	chr17	20320000	20325000	502188	502228	0	0	0.7352030328	0.0000000000	0.0000000000
chr17	20120000	20125000	chr17	20845000	20850000	502188	502333	0	0	0.4799063891	0.0000000000	0.0000000000
chr17	20120000	20125000	chr17	20990000	20995000	502188	502362	0	0	0.5597423088	0.0000000000	0.0000000000
chr17	20125000	20130000	chr17	20545000	20550000	502189	502273	0	0	0.3078079438	0.0000393875	0.0000394100
chr17	20230000	20235000	chr17	20315000	20320000	502210	502227	0	0	0.8011773292	0.0000000000	0.0000000000
chr17	20225000	20230000	chr17	20845000	20850000	502209	502333	0	0	0.5301842538	0.0000000000	0.0000000000
chr17	20225000	20230000	chr17	20990000	20995000	502209	502362	0	0	0.5547295517	0.0000000000	0.0000000000
chr17	20230000	20235000	chr17	20545000	20550000	502210	502273	0	0	0.3214157412	0.0000166069	0.0000166262
chr17	20545000	20550000	chr17	20785000	20790000	502273	502321	0	0	0.3321547390	0.0000081353	0.0000081492
chr17	20735000	20740000	chr17	20985000	20990000	502311	502361	0	0	0.3174242106	0.0000000270	0.0000000292
chr17	20800000	20805000	chr17	20990000	20995000	502324	502362	0	0	0.7761478986	0.0000000000	0.0000000000
chr17	20805000	20810000	chr17	20840000	20845000	502325	502332	0	0	0.3921009228	0.0000000001	0.0000000002
chr17	20800000	20805000	chr17	21100000	21105000	502324	502384	0	0	0.4239952122	0.0000000000	0.0000000000
chr17	20850000	20855000	chr17	20990000	20995000	502334	502362	0	0	0.4669098930	0.0000000000	0.0000000000
chr17	20860000	20865000	chr17	20885000	20890000	502336	502341	0	0	0.3185566683	0.0000009816	0.0000009911
chr17	20905000	20910000	chr17	20985000	20990000	502345	502361	0	0	0.6086270023	0.0000000000	0.0000000000
chr17	20950000	20955000	chr17	20980000	20985000	502354	502360	0	0	0.3272520009	0.0000002421	0.0000002470
chr17	21045000	21050000	chr17	21095000	21100000	502373	502383	0	0	0.5931315185	0.0000000000	0.0000000000
chr17	21015000	21020000	chr17	21515000	21520000	502367	502467	0	0	0.3783089760	0.0000000000	0.0000000000
chr17	21035000	21040000	chr17	21210000	21215000	502371	502406	0	0	0.5024192380	0.0000000000	0.0000000000
chr17	21035000	21040000	chr17	21280000	21285000	502371	502420	0	0	0.5109888620	0.0000000000	0.0000000000
chr17	21120000	21125000	chr17	21450000	21455000	502388	502454	0	0	0.7488152784	0.0000000000	0.0000000000
chr17	21120000	21125000	chr17	21510000	21515000	502388	502466	0	0	0.6098565496	0.0000000000	0.0000000000
chr17	21120000	21125000	chr17	21270000	21275000	502388	502418	0	0	0.6606753024	0.0000000000	0.0000000000
chr17	21120000	21125000	chr17	21375000	21380000	502388	502439	0	0	0.4954362368	0.0000000000	0.0000000000
chr17	21120000	21125000	chr17	21315000	21320000	502388	502427	0	0	0.3170689715	0.0000000280	0.0000000303
chr17	21210000	21215000	chr17	21515000	21520000	502406	502467	0	0	0.4132865656	0.0000000000	0.0000000000
chr17	21205000	21210000	chr17	21450000	21455000	502405	502454	0	0	0.3558481363	0.0000000003	0.0000000004
chr17	21215000	21220000	chr17	21265000	21270000	502407	502417	0	0	0.4406646014	0.0000000000	0.0000000000
chr17	21270000	21275000	chr17	21510000	21515000	502418	502466	0	0	0.6139088272	0.0000000000	0.0000000000
chr17	21270000	21275000	chr17	21450000	21455000	502418	502454	0	0	0.5969908924	0.0000000000	0.0000000000
chr17	21275000	21280000	chr17	21380000	21385000	502419	502440	0	0	0.3744991841	0.0000000000	0.0000000000
chr17	21280000	21285000	chr17	21315000	21320000	502420	502427	0	0	0.3883988282	0.0000000002	0.0000000003
chr17	21350000	21355000	chr17	21740000	21745000	502434	502512	0	0	0.3628036437	0.0000000001	0.0000000002
chr17	21370000	21375000	chr17	21445000	21450000	502438	502453	0	0	0.4382362513	0.0000000000	0.0000000000
chr17	21370000	21375000	chr17	21505000	21510000	502438	502465	0	0	0.4279994373	0.0000000000	0.0000000000
chr17	21410000	21415000	chr17	21690000	21695000	502446	502502	0	0	0.3831575116	0.0000000000	0.0000000000
chr17	21435000	21440000	chr17	21720000	21725000	502451	502508	0	0	0.3191214761	0.0000000224	0.0000000245
chr17	21455000	21460000	chr17	21510000	21515000	502455	502466	0	0	0.7732944480	0.0000000000	0.0000000000
chr17	21555000	21560000	chr17	21835000	21840000	502475	502531	0	0	0.3136514495	0.0000006495	0.0000006576
chr17	21575000	21580000	chr17	21625000	21630000	502479	502489	0	0	0.4107269574	0.0000000000	0.0000000000
chr17	21790000	21795000	chr17	21820000	21825000	502522	502528	0	0	0.6504337032	0.0000000000	0.0000000000
chr17	21865000	21870000	chr17	21945000	21950000	502537	502553	0	0	0.4242995705	0.0000000000	0.0000000000
chr17	22110000	22115000	chr17	22170000	22175000	502586	502598	0	0	0.6058347509	0.0000000000	0.0000000000
chr17	22100000	22105000	chr17	22280000	22285000	502584	502620	0	0	0.3331749360	0.0000003146	0.0000003202
chr17	22110000	22115000	chr17	22240000	22245000	502586	502612	0	0	0.3460057177	0.0000000316	0.0000000340
chr17	22110000	22115000	chr17	22345000	22350000	502586	502633	0	0	0.3326054335	0.0000015601	0.0000015706
chr17	22175000	22180000	chr17	22235000	22240000	502599	502611	0	0	0.3345109630	0.0000000075	0.0000000086
chr17	22175000	22180000	chr17	22285000	22290000	502599	502621	0	0	0.3078417772	0.0000000743	0.0000000775
chr17	22320000	22325000	chr17	22370000	22375000	502628	502638	0	0	0.3437388753	0.0000149331	0.0000149518
chr17	22410000	22415000	chr17	22490000	22495000	502646	502662	0	0	0.3576057756	0.0000013319	0.0000013422
chr17	26795000	26800000	chr17	26855000	26860000	503523	503535	0	0	0.4509432074	0.0000000000	0.0000000000
chr17	27025000	27030000	chr17	27070000	27075000	503569	503578	0	0	0.3626905019	0.0000003987	0.0000004050
chr17	27190000	27195000	chr17	27335000	27340000	503602	503631	0	0	0.3348816784	0.0000000038	0.0000000045
chr17	27240000	27245000	chr17	27330000	27335000	503612	503630	0	0	0.8303836433	0.0000000000	0.0000000000
chr17	27235000	27240000	chr17	27590000	27595000	503611	503682	0	0	0.5203127787	0.0000000000	0.0000000000
chr17	27235000	27240000	chr17	27435000	27440000	503611	503651	0	0	0.6075811486	0.0000000000	0.0000000000
chr17	27235000	27240000	chr17	27650000	27655000	503611	503694	0	0	0.4279034252	0.0000000000	0.0000000000
chr17	27235000	27240000	chr17	27750000	27755000	503611	503714	0	0	0.3233369792	0.0000000141	0.0000000158
chr17	27250000	27255000	chr17	27275000	27280000	503614	503619	0	0	0.3714147245	0.0000000072	0.0000000083
chr17	27300000	27305000	chr17	27330000	27335000	503624	503630	0	0	0.4727915079	0.0000000000	0.0000000000
chr17	27355000	27360000	chr17	27590000	27595000	503635	503682	0	0	0.7051758256	0.0000000000	0.0000000000
chr17	27350000	27355000	chr17	27650000	27655000	503634	503694	0	0	0.4232156577	0.0000000000	0.0000000000
chr17	27355000	27360000	chr17	27430000	27435000	503635	503650	0	0	0.6304914063	0.0000000000	0.0000000000
chr17	27355000	27360000	chr17	27535000	27540000	503635	503671	0	0	0.3137613329	0.0000000399	0.0000000425
chr17	27365000	27370000	chr17	27750000	27755000	503637	503714	0	0	0.3445814678	0.0000000012	0.0000000015
chr17	27440000	27445000	chr17	27595000	27600000	503652	503683	0	0	0.6338524562	0.0000000000	0.0000000000
chr17	27500000	27505000	chr17	27590000	27595000	503664	503682	0	0	0.3827178933	0.0000000000	0.0000000000
chr17	27540000	27545000	chr17	27585000	27590000	503672	503681	0	0	0.3787300940	0.0000000002	0.0000000002
chr17	27605000	27610000	chr17	27650000	27655000	503685	503694	0	0	0.7777599116	0.0000000000	0.0000000000
chr17	27605000	27610000	chr17	27755000	27760000	503685	503715	0	0	0.4480333072	0.0000000000	0.0000000000
chr17	27605000	27610000	chr17	27880000	27885000	503685	503740	0	0	0.5430957942	0.0000000000	0.0000000000
chr17	27660000	27665000	chr17	27750000	27755000	503696	503714	0	0	0.6742173509	0.0000000000	0.0000000000
chr17	27655000	27660000	chr17	27875000	27880000	503695	503739	0	0	0.7377989297	0.0000000000	0.0000000000
chr17	27760000	27765000	chr17	27875000	27880000	503716	503739	0	0	0.6588457823	0.0000000000	0.0000000000
chr17	27755000	27760000	chr17	28250000	28255000	503715	503814	0	0	0.3146514811	0.0000000363	0.0000000388
chr17	27770000	27775000	chr17	27790000	27795000	503718	503722	0	0	0.5270137820	0.0000000000	0.0000000000
chr17	27800000	27805000	chr17	28415000	28420000	503724	503847	0	0	0.4777134209	0.0000000000	0.0000000000
chr17	27805000	27810000	chr17	28250000	28255000	503725	503814	0	0	0.6702763329	0.0000000000	0.0000000000
chr17	27805000	27810000	chr17	28330000	28335000	503725	503830	0	0	0.6273507021	0.0000000000	0.0000000000
chr17	27800000	27805000	chr17	28535000	28540000	503724	503871	0	0	0.3457147048	0.0000000011	0.0000000013
chr17	27805000	27810000	chr17	28025000	28030000	503725	503769	0	0	0.3712488670	0.0000000000	0.0000000001
chr17	27805000	27810000	chr17	28195000	28200000	503725	503803	0	0	0.4008620881	0.0000000000	0.0000000000
chr17	27805000	27810000	chr17	28135000	28140000	503725	503791	0	0	0.3219392019	0.0000000165	0.0000000183
chr17	27890000	27895000	chr17	28245000	28250000	503742	503813	0	0	0.6223297666	0.0000000000	0.0000000000
chr17	27890000	27895000	chr17	28325000	28330000	503742	503829	0	0	0.4962110700	0.0000000000	0.0000000000
chr17	27895000	27900000	chr17	28035000	28040000	503743	503771	0	0	0.6017541441	0.0000000000	0.0000000000
chr17	27895000	27900000	chr17	28140000	28145000	503743	503792	0	0	0.4476503283	0.0000000000	0.0000000000
chr17	27895000	27900000	chr17	28415000	28420000	503743	503847	0	0	0.3818554153	0.0000000000	0.0000000000
chr17	27890000	27895000	chr17	28540000	28545000	503742	503872	0	0	0.3236155398	0.0000000137	0.0000000153
chr17	27910000	27915000	chr17	27950000	27955000	503746	503754	0	0	0.3944940222	0.0000000000	0.0000000001
chr17	27955000	27960000	chr17	28330000	28335000	503755	503830	0	0	0.3240210617	0.0000000131	0.0000000147
chr17	27990000	27995000	chr17	28020000	28025000	503762	503768	0	0	0.5410516787	0.0000000000	0.0000000000
chr17	28035000	28040000	chr17	28335000	28340000	503771	503831	0	0	0.5393296724	0.0000000000	0.0000000000
chr17	28040000	28045000	chr17	28175000	28180000	503772	503799	0	0	0.4847725581	0.0000000000	0.0000000000
chr17	28130000	28135000	chr17	28335000	28340000	503790	503831	0	0	0.3223493386	0.0000000158	0.0000000175
chr17	28135000	28140000	chr17	28170000	28175000	503791	503798	0	0	0.3283154737	0.0000001205	0.0000001240
chr17	28170000	28175000	chr17	28330000	28335000	503798	503830	0	0	0.3252192300	0.0000000115	0.0000000129
chr17	28230000	28235000	chr17	28415000	28420000	503810	503847	0	0	0.7174462347	0.0000000000	0.0000000000
chr17	28235000	28240000	chr17	28540000	28545000	503811	503872	0	0	0.6585082007	0.0000000000	0.0000000000
chr17	28235000	28240000	chr17	28325000	28330000	503811	503829	0	0	0.8488820532	0.0000000000	0.0000000000
chr17	28230000	28235000	chr17	28480000	28485000	503810	503860	0	0	0.5016117054	0.0000000000	0.0000000000
chr17	28360000	28365000	chr17	28540000	28545000	503836	503872	0	0	0.6080345885	0.0000000000	0.0000000000
chr17	28365000	28370000	chr17	28410000	28415000	503837	503846	0	0	0.5873334256	0.0000000000	0.0000000000
chr17	28370000	28375000	chr17	28475000	28480000	503838	503859	0	0	0.3456512712	0.0000000011	0.0000000013
chr17	28420000	28425000	chr17	28470000	28475000	503848	503858	0	0	0.5159275577	0.0000000000	0.0000000000
chr17	28495000	28500000	chr17	28540000	28545000	503863	503872	0	0	0.8515586366	0.0000000000	0.0000000000
chr17	28495000	28500000	chr17	28610000	28615000	503863	503886	0	0	0.7066742700	0.0000000000	0.0000000000
chr17	28670000	28675000	chr17	28700000	28705000	503898	503904	0	0	0.5940023871	0.0000000000	0.0000000000
chr17	28645000	28650000	chr17	29110000	29115000	503893	503986	0	0	0.3943689850	0.0000000000	0.0000000000
chr17	28645000	28650000	chr17	28950000	28955000	503893	503954	0	0	0.3169684453	0.0000000283	0.0000000306
chr17	28725000	28730000	chr17	29110000	29115000	503909	503986	0	0	0.6782993478	0.0000000000	0.0000000000
chr17	28725000	28730000	chr17	28750000	28755000	503909	503914	0	0	0.6274003018	0.0000000000	0.0000000000
chr17	28725000	28730000	chr17	28950000	28955000	503909	503954	0	0	0.4542653167	0.0000000000	0.0000000000
chr17	28755000	28760000	chr17	28900000	28905000	503915	503944	0	0	0.6061279314	0.0000000000	0.0000000000
chr17	28740000	28745000	chr17	29285000	29290000	503912	504021	0	0	0.3244714423	0.0000000125	0.0000000140
chr17	28760000	28765000	chr17	28850000	28855000	503916	503934	0	0	0.4129629861	0.0000000000	0.0000000000
chr17	28770000	28775000	chr17	28795000	28800000	503918	503923	0	0	0.4142821440	0.0000000001	0.0000000001
chr17	28850000	28855000	chr17	28945000	28950000	503934	503953	0	0	0.4277886704	0.0000000000	0.0000000000
chr17	28855000	28860000	chr17	28895000	28900000	503935	503943	0	0	0.6321860178	0.0000000000	0.0000000000
chr17	28850000	28855000	chr17	29110000	29115000	503934	503986	0	0	0.4329148520	0.0000000000	0.0000000000
chr17	28905000	28910000	chr17	28945000	28950000	503945	503953	0	0	0.6982159601	0.0000000000	0.0000000000
chr17	28900000	28905000	chr17	29115000	29120000	503944	503987	0	0	0.5162312747	0.0000000000	0.0000000000
chr17	28950000	28955000	chr17	29290000	29295000	503954	504022	0	0	0.3591655876	0.0000000002	0.0000000003
chr17	28965000	28970000	chr17	29105000	29110000	503957	503985	0	0	0.6946673224	0.0000000000	0.0000000000
chr17	28960000	28965000	chr17	29195000	29200000	503956	504003	0	0	0.4277671160	0.0000000000	0.0000000000
chr17	28975000	28980000	chr17	29000000	29005000	503959	503964	0	0	0.3378332091	0.0000001831	0.0000001873
chr17	29145000	29150000	chr17	29220000	29225000	503993	504008	0	0	0.5880645467	0.0000000000	0.0000000000
chr17	29145000	29150000	chr17	29285000	29290000	503993	504021	0	0	0.6573142167	0.0000000000	0.0000000000
chr17	29140000	29145000	chr17	29365000	29370000	503992	504037	0	0	0.6560239360	0.0000000000	0.0000000000
chr17	29140000	29145000	chr17	29570000	29575000	503992	504078	0	0	0.6012350682	0.0000000000	0.0000000000
chr17	29220000	29225000	chr17	29285000	29290000	504008	504021	0	0	0.4876183315	0.0000000000	0.0000000000
chr17	29245000	29250000	chr17	29565000	29570000	504013	504077	0	0	0.3420197803	0.0000000017	0.0000000020
chr17	29305000	29310000	chr17	29345000	29350000	504025	504033	0	0	0.7404078031	0.0000000000	0.0000000000
chr17	29295000	29300000	chr17	29555000	29560000	504023	504075	0	0	0.3997508268	0.0000000000	0.0000000000
chr17	29370000	29375000	chr17	29545000	29550000	504038	504073	0	0	0.6799691429	0.0000000000	0.0000000000
chr17	29365000	29370000	chr17	29775000	29780000	504037	504119	0	0	0.3960676533	0.0000000000	0.0000000000
chr17	29370000	29375000	chr17	29480000	29485000	504038	504060	0	0	0.3181026554	0.0000000250	0.0000000272
chr17	29505000	29510000	chr17	29530000	29535000	504065	504070	0	0	0.3050771771	0.0000029566	0.0000029676
chr17	29575000	29580000	chr17	30090000	30095000	504079	504182	0	0	0.5843505560	0.0000000000	0.0000000000
chr17	29580000	29585000	chr17	29615000	29620000	504080	504087	0	0	0.7345865618	0.0000000000	0.0000000000
chr17	29580000	29585000	chr17	29780000	29785000	504080	504120	0	0	0.6508684186	0.0000000000	0.0000000000
chr17	29580000	29585000	chr17	29930000	29935000	504080	504150	0	0	0.6190494492	0.0000000000	0.0000000000
chr17	29580000	29585000	chr17	30020000	30025000	504080	504168	0	0	0.4859622281	0.0000000000	0.0000000000
chr17	29635000	29640000	chr17	29775000	29780000	504091	504119	0	0	0.8190949013	0.0000000000	0.0000000000
chr17	29635000	29640000	chr17	29930000	29935000	504091	504150	0	0	0.6355152669	0.0000000000	0.0000000000
chr17	29635000	29640000	chr17	30015000	30020000	504091	504167	0	0	0.6136209781	0.0000000000	0.0000000000
chr17	29800000	29805000	chr17	30090000	30095000	504124	504182	0	0	0.6872965517	0.0000000000	0.0000000000
chr17	29800000	29805000	chr17	30015000	30020000	504124	504167	0	0	0.7672968127	0.0000000000	0.0000000000
chr17	29805000	29810000	chr17	29930000	29935000	504125	504150	0	0	0.8066451317	0.0000000000	0.0000000000
chr17	29815000	29820000	chr17	29835000	29840000	504127	504131	0	0	0.5445818783	0.0000000000	0.0000000000
chr17	29860000	29865000	chr17	29925000	29930000	504136	504149	0	0	0.4061706925	0.0000000000	0.0000000000
chr17	29855000	29860000	chr17	30090000	30095000	504135	504182	0	0	0.3747564281	0.0000000001	0.0000000001
chr17	29935000	29940000	chr17	30090000	30095000	504151	504182	0	0	0.7372020991	0.0000000000	0.0000000000
chr17	29935000	29940000	chr17	30015000	30020000	504151	504167	0	0	0.6903691421	0.0000000000	0.0000000000
chr17	30025000	30030000	chr17	30090000	30095000	504169	504182	0	0	0.7616095775	0.0000000000	0.0000000000
chr17	30030000	30035000	chr17	30330000	30335000	504170	504230	0	0	0.3322001531	0.0000000052	0.0000000061
chr17	30115000	30120000	chr17	30335000	30340000	504187	504231	0	0	0.7246773587	0.0000000000	0.0000000000
chr17	30110000	30115000	chr17	30720000	30725000	504186	504308	0	0	0.6041610509	0.0000000000	0.0000000000
chr17	30120000	30125000	chr17	30275000	30280000	504188	504219	0	0	0.6831576282	0.0000000000	0.0000000000
chr17	30110000	30115000	chr17	30475000	30480000	504186	504259	0	0	0.5092752889	0.0000000000	0.0000000000
chr17	30110000	30115000	chr17	30555000	30560000	504186	504275	0	0	0.4004784410	0.0000000000	0.0000000000
chr17	30120000	30125000	chr17	30230000	30235000	504188	504210	0	0	0.3843199988	0.0000000000	0.0000000000
chr17	30115000	30120000	chr17	30410000	30415000	504187	504246	0	0	0.3680542460	0.0000000001	0.0000000001
chr17	30135000	30140000	chr17	30175000	30180000	504191	504199	0	0	0.3985764040	0.0000000000	0.0000000000
chr17	30190000	30195000	chr17	30330000	30335000	504202	504230	0	0	0.4357192408	0.0000000000	0.0000000000
chr17	30200000	30205000	chr17	30225000	30230000	504204	504209	0	0	0.4608003250	0.0000000000	0.0000000000
chr17	30250000	30255000	chr17	30275000	30280000	504214	504219	0	0	0.3609233050	0.0000000207	0.0000000227
chr17	30295000	30300000	chr17	30330000	30335000	504223	504230	0	0	0.7519042067	0.0000000000	0.0000000000
chr17	30290000	30295000	chr17	30715000	30720000	504222	504307	0	0	0.4914773485	0.0000000000	0.0000000000
chr17	30290000	30295000	chr17	30470000	30475000	504222	504258	0	0	0.3709994851	0.0000000000	0.0000000001
chr17	30295000	30300000	chr17	30380000	30385000	504223	504240	0	0	0.3273428950	0.0000000091	0.0000000103
chr17	30295000	30300000	chr17	30825000	30830000	504223	504329	0	0	0.3817424851	0.0000000000	0.0000000000
chr17	30340000	30345000	chr17	30715000	30720000	504232	504307	0	0	0.6399667764	0.0000000000	0.0000000000
chr17	30340000	30345000	chr17	30470000	30475000	504232	504258	0	0	0.6089903329	0.0000000000	0.0000000000
chr17	30340000	30345000	chr17	30555000	30560000	504232	504275	0	0	0.5666092663	0.0000000000	0.0000000000
chr17	30340000	30345000	chr17	30825000	30830000	504232	504329	0	0	0.4279784769	0.0000000000	0.0000000000
chr17	30345000	30350000	chr17	30370000	30375000	504233	504238	0	0	0.4637668404	0.0000000000	0.0000000000
chr17	30385000	30390000	chr17	30465000	30470000	504241	504257	0	0	0.3390091210	0.0000000024	0.0000000029
chr17	30435000	30440000	chr17	30455000	30460000	504251	504255	0	0	0.4022775915	0.0000000008	0.0000000010
chr17	30475000	30480000	chr17	30715000	30720000	504259	504307	0	0	0.6961979305	0.0000000000	0.0000000000
chr17	30475000	30480000	chr17	30555000	30560000	504259	504275	0	0	0.4109870779	0.0000000000	0.0000000000
chr17	30480000	30485000	chr17	30600000	30605000	504260	504284	0	0	0.4243608497	0.0000000000	0.0000000000
chr17	30485000	30490000	chr17	30505000	30510000	504261	504265	0	0	0.4775987629	0.0000000000	0.0000000000
chr17	30480000	30485000	chr17	30825000	30830000	504260	504329	0	0	0.3343515491	0.0000000041	0.0000000048
chr17	30650000	30655000	chr17	30710000	30715000	504294	504306	0	0	0.6027772461	0.0000000000	0.0000000000
chr17	30740000	30745000	chr17	30765000	30770000	504312	504317	0	0	0.5025309441	0.0000000000	0.0000000000
chr17	30845000	30850000	chr17	30875000	30880000	504333	504339	0	0	0.5556817074	0.0000000000	0.0000000000
chr17	30835000	30840000	chr17	31215000	31220000	504331	504407	0	0	0.3205540373	0.0000000192	0.0000000211
chr17	30905000	30910000	chr17	31215000	31220000	504345	504407	0	0	0.6944671961	0.0000000000	0.0000000000
chr17	30910000	30915000	chr17	30960000	30965000	504346	504356	0	0	0.5368435813	0.0000000000	0.0000000000
chr17	30905000	30910000	chr17	31090000	31095000	504345	504382	0	0	0.3751616632	0.0000000000	0.0000000000
chr17	30915000	30920000	chr17	31385000	31390000	504347	504441	0	0	0.4055998383	0.0000000000	0.0000000000
chr17	30900000	30905000	chr17	31520000	31525000	504344	504468	0	0	0.3501418568	0.0000000006	0.0000000008
chr17	30965000	30970000	chr17	31215000	31220000	504357	504407	0	0	0.5180961845	0.0000000000	0.0000000000
chr17	30965000	30970000	chr17	31375000	31380000	504357	504439	0	0	0.3901722269	0.0000000000	0.0000000000
chr17	30975000	30980000	chr17	31000000	31005000	504359	504364	0	0	0.5439339786	0.0000000000	0.0000000000
chr17	31010000	31015000	chr17	31370000	31375000	504366	504438	0	0	0.6125893866	0.0000000000	0.0000000000
chr17	31015000	31020000	chr17	31210000	31215000	504367	504406	0	0	0.6579741487	0.0000000000	0.0000000000
chr17	31015000	31020000	chr17	31520000	31525000	504367	504468	0	0	0.4393465924	0.0000000000	0.0000000000
chr17	31015000	31020000	chr17	31090000	31095000	504367	504382	0	0	0.4849424361	0.0000000000	0.0000000000
chr17	31020000	31025000	chr17	31045000	31050000	504368	504373	0	0	0.3242169792	0.0000006072	0.0000006151
chr17	31095000	31100000	chr17	31205000	31210000	504383	504405	0	0	0.4711461264	0.0000000000	0.0000000000
chr17	31095000	31100000	chr17	31375000	31380000	504383	504439	0	0	0.4142446097	0.0000000000	0.0000000000
chr17	31105000	31110000	chr17	31140000	31145000	504385	504392	0	0	0.3457227076	0.0000000217	0.0000000238
chr17	31165000	31170000	chr17	31190000	31195000	504397	504402	0	0	0.4126940280	0.0000000001	0.0000000001
chr17	31225000	31230000	chr17	31370000	31375000	504409	504438	0	0	0.7485234026	0.0000000000	0.0000000000
chr17	31225000	31230000	chr17	31520000	31525000	504409	504468	0	0	0.5016955197	0.0000000000	0.0000000000
chr17	31440000	31445000	chr17	31520000	31525000	504452	504468	0	0	0.8034306126	0.0000000000	0.0000000000
chr17	31385000	31390000	chr17	31905000	31910000	504441	504545	0	0	0.3511127770	0.0000000006	0.0000000007
chr17	31395000	31400000	chr17	31415000	31420000	504443	504447	0	0	0.6068071410	0.0000000000	0.0000000000
chr17	31385000	31390000	chr17	31850000	31855000	504441	504534	0	0	0.3032012945	0.0000001197	0.0000001232
chr17	31435000	31440000	chr17	31910000	31915000	504451	504546	0	0	0.6392246354	0.0000000000	0.0000000000
chr17	31435000	31440000	chr17	31850000	31855000	504451	504534	0	0	0.6997751827	0.0000000000	0.0000000000
chr17	31435000	31440000	chr17	32135000	32140000	504451	504591	0	0	0.6682239670	0.0000000000	0.0000000000
chr17	31435000	31440000	chr17	31600000	31605000	504451	504484	0	0	0.4921507156	0.0000000000	0.0000000000
chr17	31435000	31440000	chr17	32000000	32005000	504451	504564	0	0	0.4417588341	0.0000000000	0.0000000000
chr17	31440000	31445000	chr17	31735000	31740000	504452	504511	0	0	0.3556465962	0.0000000003	0.0000000004
chr17	31540000	31545000	chr17	31855000	31860000	504472	504535	0	0	0.5621354733	0.0000000000	0.0000000000
chr17	31540000	31545000	chr17	31905000	31910000	504472	504545	0	0	0.5748120934	0.0000000000	0.0000000000
chr17	31540000	31545000	chr17	32000000	32005000	504472	504564	0	0	0.4002169035	0.0000000000	0.0000000000
chr17	31545000	31550000	chr17	32135000	32140000	504473	504591	0	0	0.3894469224	0.0000000000	0.0000000000
chr17	31555000	31560000	chr17	31595000	31600000	504475	504483	0	0	0.6472324936	0.0000000000	0.0000000000
chr17	31560000	31565000	chr17	31740000	31745000	504476	504512	0	0	0.6089079903	0.0000000000	0.0000000000
chr17	31555000	31560000	chr17	31675000	31680000	504475	504499	0	0	0.3302858547	0.0000000065	0.0000000075
chr17	31610000	31615000	chr17	31835000	31840000	504486	504531	0	0	0.5075591886	0.0000000000	0.0000000000
chr17	31745000	31750000	chr17	31835000	31840000	504513	504531	0	0	0.6596858738	0.0000000000	0.0000000000
chr17	31690000	31695000	chr17	31740000	31745000	504502	504512	0	0	0.3556667093	0.0000000014	0.0000000017
chr17	31865000	31870000	chr17	31890000	31895000	504537	504542	0	0	0.7771102065	0.0000000000	0.0000000000
chr17	31860000	31865000	chr17	32135000	32140000	504536	504591	0	0	0.3850843376	0.0000000000	0.0000000000
chr17	31885000	31890000	chr17	31990000	31995000	504541	504562	0	0	0.4385660094	0.0000000000	0.0000000000
chr17	31910000	31915000	chr17	32135000	32140000	504546	504591	0	0	0.6114826440	0.0000000000	0.0000000000
chr17	31970000	31975000	chr17	31995000	32000000	504558	504563	0	0	0.3801679080	0.0000000029	0.0000000035
chr17	32005000	32010000	chr17	32135000	32140000	504565	504591	0	0	0.7989763856	0.0000000000	0.0000000000
chr17	32000000	32005000	chr17	32320000	32325000	504564	504628	0	0	0.4300339079	0.0000000000	0.0000000000
chr17	32005000	32010000	chr17	32195000	32200000	504565	504603	0	0	0.3081160163	0.0000000722	0.0000000753
chr17	32025000	32030000	chr17	32045000	32050000	504569	504573	0	0	0.4332800629	0.0000000000	0.0000000000
chr17	32065000	32070000	chr17	32130000	32135000	504577	504590	0	0	0.5313245563	0.0000000000	0.0000000000
chr17	32140000	32145000	chr17	32320000	32325000	504592	504628	0	0	0.7072094841	0.0000000000	0.0000000000
chr17	32145000	32150000	chr17	32190000	32195000	504593	504602	0	0	0.5154979081	0.0000000000	0.0000000000
